City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
346,san sebastian de la gomera,28.0916,-17.1133,78.39,68,20,6.91,ES,2023-11-09
347,le port,-20.9373,55.2919,77.0,95,59,4.09,RE,2023-11-09
348,tari,12.4086,4.4914,83.01,17,47,0.65,NG,2023-11-09
349,yerofey pavlovich,53.9667,121.9667,4.17,72,41,4.23,RU,2023-11-09
350,pemangkat,1.1667,108.9667,84.25,70,100,5.75,ID,2023-11-09
351,sao gabriel da cachoeira,-0.1303,-67.0892,82.2,83,75,9.22,BR,2023-11-09
352,ternate,0.8,127.4,81.5,79,96,3.89,ID,2023-11-09
353,kutum,14.2,24.6667,77.65,23,17,12.86,SD,2023-11-09
354,melekeok village,7.4957,134.6367,79.36,89,40,4.61,PW,2023-11-09
355,prado,-17.3411,-39.2208,80.26,59,0,10.25,BR,2023-11-09
356,dalandzadgad,43.5708,104.425,15.26,26,74,6.82,MN,2023-11-09
357,malango,-2.9627,119.9001,67.17,90,94,0.65,ID,2023-11-09
358,copala,16.65,-98.9833,86.86,63,47,6.67,MX,2023-11-09
359,ouani,-12.1322,44.4258,80.49,82,12,7.81,KM,2023-11-09
360,beaufort west,-32.3567,22.583,77.54,24,0,5.17,ZA,2023-11-09
361,sisimiut,66.9395,-53.6735,26.69,85,100,13.11,GL,2023-11-09
362,agat village,13.3886,144.6585,82.51,87,20,9.22,GU,2023-11-09
363,san julian,21.0167,-102.1667,77.02,34,39,7.74,MX,2023-11-09
364,gobabis,-22.45,18.9667,81.3,13,0,12.35,NA,2023-11-09
365,carauari,-4.8828,-66.8958,92.68,50,68,1.54,BR,2023-11-09
366,wenceslau braz,-23.8739,-49.8028,89.33,38,89,1.97,BR,2023-11-09
367,coahuayana de hidalgo,18.7,-103.6583,88.79,57,84,4.41,MX,2023-11-09
368,tanjung pandan,-2.75,107.65,78.46,81,90,2.04,ID,2023-11-09
369,east london,-33.0153,27.9116,63.54,88,40,3.44,ZA,2023-11-09
370,malabar,-33.9667,151.25,64.11,87,40,8.05,AU,2023-11-09
371,higuera de zaragoza,25.95,-109.2833,78.17,67,1,12.5,MX,2023-11-09
372,neyshabur,36.2133,58.7958,55.27,34,84,1.25,IR,2023-11-09
373,constantia,44.1833,28.65,45.28,50,3,0.69,RO,2023-11-09
374,woodward,36.4337,-99.3904,52.83,38,0,10.36,US,2023-11-09
375,teknaf,20.8624,92.3058,68.07,91,3,5.88,BD,2023-11-09
376,chui,-33.6971,-53.4616,71.78,47,0,7.52,UY,2023-11-09
377,nogliki,51.8333,143.1667,28.35,97,100,4.0,RU,2023-11-09
378,kampli,15.4,76.6167,75.04,84,70,7.56,IN,2023-11-09
379,conceicao do araguaia,-8.2578,-49.2647,92.1,40,53,7.99,BR,2023-11-09
380,palikir - national government center,6.9248,158.1611,79.54,89,100,4.61,FM,2023-11-09
381,cadale,2.7603,46.3222,82.99,77,74,14.05,SO,2023-11-09
382,tyuratam,45.6507,63.3156,47.16,77,8,5.88,KZ,2023-11-09
383,tamanrasset,22.785,5.5228,75.11,11,0,4.61,DZ,2023-11-09
384,saint-philippe,-21.3585,55.7679,76.59,81,74,9.98,RE,2023-11-09
385,sao vicente,-23.9631,-46.3919,98.78,50,0,8.01,BR,2023-11-09
386,cabaritan east,18.4206,121.4897,75.52,92,32,5.7,PH,2023-11-09
387,kolonia town,6.964,158.206,80.6,89,100,4.61,FM,2023-11-09
388,sodankyla,67.4167,26.6,21.76,96,99,6.02,FI,2023-11-09
389,rio verde de mato grosso,-18.9181,-54.8442,101.89,24,72,3.87,BR,2023-11-09
390,kijang,35.2442,129.2139,58.73,93,100,0.94,KR,2023-11-09
391,dunedin,-45.8742,170.5036,37.47,87,19,2.59,NZ,2023-11-09
392,yingkou,40.6648,122.2283,29.48,55,0,13.31,CN,2023-11-09
393,west end,26.6833,-78.9667,78.78,75,100,16.26,BS,2023-11-09
394,monrovia,6.3005,-10.7969,83.97,78,64,7.31,LR,2023-11-09
395,manacapuru,-3.2997,-60.6206,93.0,46,36,2.24,BR,2023-11-09
396,hillsborough,37.5741,-122.3794,62.85,69,40,5.75,US,2023-11-09
397,pervomayskoye,43.919,46.7102,60.44,60,92,23.06,RU,2023-11-09
398,chibougamau,49.9168,-74.3659,17.22,86,100,6.91,CA,2023-11-09
399,parras de la fuente,25.4167,-102.1833,69.62,45,100,4.52,MX,2023-11-09
400,kathu,7.9178,98.3332,86.7,73,96,5.55,TH,2023-11-09
401,dzhalagash,45.0833,64.6667,47.43,68,29,7.2,KZ,2023-11-09
402,port augusta,-32.5,137.7667,76.6,28,9,7.05,AU,2023-11-09
403,mejit,10.2753,170.8646,81.61,80,99,21.85,MH,2023-11-09
404,ahar,38.4774,47.0699,54.91,42,67,6.89,IR,2023-11-09
405,miranda,3.2499,-76.2281,84.33,68,95,2.24,CO,2023-11-09
406,pundong,-7.9522,110.3486,75.85,91,99,1.07,ID,2023-11-09
407,chimbote,-9.0853,-78.5783,64.81,88,86,11.05,PE,2023-11-09
408,myeik,12.4333,98.6,79.48,86,100,5.32,MM,2023-11-09
409,solnechnogorsk,56.1833,36.9833,43.02,90,100,3.89,RU,2023-11-09
410,pimentel,-6.8367,-79.9342,77.29,61,0,11.5,PE,2023-11-09
411,fada,9.5667,8.3,75.72,55,92,2.17,NG,2023-11-09
412,tonj,7.2737,28.6822,78.08,65,64,0.67,SS,2023-11-09
413,sulak,43.2734,47.5146,62.13,71,100,20.11,RU,2023-11-09
414,bardai,11.65,7.2333,78.76,22,66,4.14,NG,2023-11-09
415,nasugbu,14.1,120.6833,81.5,79,34,16.84,PH,2023-11-09
416,portel,-1.9356,-50.8211,101.1,26,28,7.63,BR,2023-11-09
417,kununurra,-15.7667,128.7333,82.38,65,75,9.22,AU,2023-11-09
418,yelizovo,53.1873,158.3805,30.34,54,20,15.99,RU,2023-11-09
419,ailuk,10.2197,169.9797,81.84,79,100,22.82,MH,2023-11-09
420,la ronge,55.1001,-105.2842,32.25,86,100,3.44,CA,2023-11-09
421,taber,49.8167,-112.1518,39.2,62,9,14.97,CA,2023-11-09
422,perryton,36.4,-100.8027,53.2,27,40,10.36,US,2023-11-09
423,uturoa,-16.7333,-151.4333,79.32,82,16,14.29,PF,2023-11-09
424,port hedland,-20.3167,118.5667,78.85,89,0,6.91,AU,2023-11-09
425,altai,46.3722,96.2583,12.6,92,99,3.78,MN,2023-11-09
426,siavonga,-16.5382,28.7088,86.29,49,6,3.56,ZM,2023-11-09
427,zindah jan,34.3426,61.7468,51.24,46,31,2.51,AF,2023-11-09
428,redencao,-4.2258,-38.7306,92.64,38,19,15.5,BR,2023-11-09
429,san francisco,37.7749,-122.4194,62.24,74,40,3.44,US,2023-11-09
430,la rinconada,37.4873,-5.9826,65.05,86,0,0.0,ES,2023-11-09
431,inari,68.906,27.0288,25.0,94,97,7.85,FI,2023-11-09
432,yen vinh,18.6667,105.6667,75.43,92,37,1.92,VN,2023-11-09
433,salinopolis,-0.6136,-47.3561,82.06,78,99,17.07,BR,2023-11-09
434,undurkhaan,47.3194,110.6556,-5.58,89,0,5.1,MN,2023-11-09
435,los chavez,34.727,-106.7384,56.07,39,37,5.01,US,2023-11-09
436,sechura,-5.5569,-80.8222,79.99,53,90,13.8,PE,2023-11-09
437,bouza,14.4229,6.0428,85.1,13,79,3.06,NE,2023-11-09
438,nizhnevartovsk,60.9344,76.5531,28.42,93,100,13.42,RU,2023-11-09
439,balsas,-7.5325,-46.0356,99.0,25,26,5.57,BR,2023-11-09
440,kahama,-3.8333,32.6,75.87,42,40,3.98,TZ,2023-11-09
441,novyy urgal,51.0736,132.5642,7.52,97,76,2.84,RU,2023-11-09
442,talara,-4.5772,-81.2719,81.36,57,0,16.11,PE,2023-11-09
443,ouargaye,11.5033,0.0572,91.0,26,94,5.44,BF,2023-11-09
444,chos malal,-37.3781,-70.2709,75.63,19,7,2.46,AR,2023-11-09
445,oodweyne,9.4092,45.064,73.47,50,50,11.39,SO,2023-11-09
446,ciudad lazaro cardenas,17.9583,-102.2,85.8,68,36,3.6,MX,2023-11-09
447,magugu,-4.0167,35.7667,74.16,59,41,1.39,TZ,2023-11-09
448,taltal,-25.4,-70.4833,66.31,73,36,4.36,CL,2023-11-09
449,luanda,-8.8368,13.2343,80.6,83,20,13.8,AO,2023-11-09
450,ninghai,29.2892,121.4247,66.02,98,100,4.29,CN,2023-11-09
451,port douglas,-16.4833,145.4667,72.75,80,85,4.63,AU,2023-11-09
452,palmer,42.1584,-72.3287,40.51,84,100,4.61,US,2023-11-09
453,bengkulu,-3.8004,102.2655,73.71,95,77,1.23,ID,2023-11-09
454,galeana,24.8333,-100.0667,76.19,38,84,3.98,MX,2023-11-09
455,boonville,38.9736,-92.7432,53.78,43,0,4.61,US,2023-11-09
456,ishigaki,24.3448,124.1572,77.13,94,40,1.14,JP,2023-11-09
457,ta`u,-14.2336,-169.5144,81.0,81,100,9.73,AS,2023-11-09
458,santa cruz,-17.8,-63.1667,100.45,37,20,20.71,BO,2023-11-09
459,tocopilla,-22.092,-70.1979,69.17,69,84,3.67,CL,2023-11-09
460,lebanon,36.2081,-86.2911,68.2,77,100,8.05,US,2023-11-09
461,tosontsengel,48.7567,98.2839,0.46,96,99,3.67,MN,2023-11-09
462,barranca,-10.75,-77.7667,70.32,70,74,11.03,PE,2023-11-09
463,masvingo,-20.0637,30.8277,70.84,55,1,5.88,ZW,2023-11-09
464,uzgen,40.7699,73.3007,44.89,81,100,3.56,KG,2023-11-09
465,at taj,24.2049,23.2857,74.25,25,4,10.85,LY,2023-11-09
466,kota kinabalu,5.9749,116.0724,76.98,88,20,5.75,MY,2023-11-09
467,trenggalek,-8.05,111.7167,74.98,92,99,1.45,ID,2023-11-09
468,karlskrona,56.1616,15.5866,46.85,96,100,15.77,SE,2023-11-09
469,sao jose da coroa grande,-8.8978,-35.1478,82.8,59,5,10.65,BR,2023-11-09
470,rikaze,29.25,88.8833,34.45,42,0,4.09,CN,2023-11-09
471,miguel ahumada,30.6167,-106.5167,68.65,50,83,12.44,MX,2023-11-09
472,oranjemund,-28.55,16.4333,61.47,81,0,11.92,NA,2023-11-09
473,san clemente del tuyu,-36.3569,-56.7235,63.99,51,3,11.12,AR,2023-11-09
474,zabid,14.1951,43.3152,84.94,53,38,10.16,YE,2023-11-09
475,gizo,-8.103,156.8419,80.87,85,100,18.28,SB,2023-11-09
476,quatre cocos,-20.2078,57.7625,78.1,81,41,9.69,MU,2023-11-09
477,arvin,35.2091,-118.8284,70.93,36,0,3.91,US,2023-11-09
478,fray luis beltran,-39.3167,-65.7667,84.76,13,14,10.67,AR,2023-11-09
479,santarem,-2.4431,-54.7083,91.53,62,0,12.66,BR,2023-11-09
480,balcarce,-37.8462,-58.2552,79.39,28,0,1.01,AR,2023-11-09
481,mount gambier,-37.8333,140.7667,48.38,94,81,4.25,AU,2023-11-09
482,great bend,38.3645,-98.7648,53.62,34,0,0.0,US,2023-11-09
483,ghanzi,-21.5667,21.7833,87.13,18,0,7.56,BW,2023-11-09
484,kruisfontein,-34.0033,24.7314,58.05,73,0,6.33,ZA,2023-11-09
485,illizi,26.4833,8.4667,85.8,9,2,10.2,DZ,2023-11-09
486,sidi akkacha,36.4647,1.3026,66.49,64,59,5.82,DZ,2023-11-09
487,ambon,-3.6954,128.1814,80.08,14,40,6.91,ID,2023-11-09
488,cidade velha,14.9167,-23.6167,82.87,51,75,16.11,CV,2023-11-09
489,baihe,22.15,107.2333,73.4,91,5,2.19,CN,2023-11-09
490,pacocha,-17.5833,-71.3333,69.94,68,0,8.05,PE,2023-11-09
491,bikenibeu village,1.3673,173.1241,82.36,83,40,3.44,KI,2023-11-09
492,puerto penasco,31.3167,-113.5333,67.91,23,0,1.99,MX,2023-11-09
493,sparti,37.0733,22.4297,67.95,85,21,0.98,GR,2023-11-09
494,nehe,48.4833,124.8333,5.4,92,91,6.58,CN,2023-11-09
495,sydney mines,46.2367,-60.2177,46.81,82,75,21.99,CA,2023-11-09
496,balkashino,52.5167,68.7667,35.26,99,100,8.21,KZ,2023-11-09
497,popondetta,-8.7537,148.2534,71.74,96,87,2.98,PG,2023-11-09
498,nizhneudinsk,54.9076,99.0276,2.89,96,18,3.31,RU,2023-11-09
499,marand,38.4329,45.7749,55.72,41,95,1.88,IR,2023-11-09
500,salekhard,66.53,66.6019,25.03,98,100,6.24,RU,2023-11-09
501,acarau,-2.8856,-40.12,85.62,62,58,22.93,BR,2023-11-09
502,zeya,53.75,127.2667,14.45,71,100,4.25,RU,2023-11-09
503,greymouth,-42.4667,171.2,44.44,87,7,6.4,NZ,2023-11-09
504,kodinsk,58.6881,99.1844,7.45,97,5,1.68,RU,2023-11-09
505,kismayo,-0.3582,42.5454,80.06,81,92,5.91,SO,2023-11-09
506,colonia,50.9333,6.95,51.96,75,100,11.5,DE,2023-11-09
507,papao,-17.75,-149.55,74.66,83,31,17.11,PF,2023-11-09
508,nabire,-3.3667,135.4833,75.33,93,80,3.2,ID,2023-11-09
509,mili,6.0815,171.735,79.41,91,100,13.2,MH,2023-11-09
510,vieste,41.8825,16.175,61.81,65,68,12.68,IT,2023-11-09
511,lerwick,60.1545,-1.1494,42.8,78,94,8.86,GB,2023-11-09
512,kapa'a,22.0752,-159.319,79.12,79,75,20.71,US,2023-11-09
513,manado,1.487,124.8455,75.97,94,40,2.3,ID,2023-11-09
514,tillaberi,14.2117,1.4531,88.99,10,94,4.43,NE,2023-11-09
515,guiratinga,-16.3494,-53.7583,94.05,34,57,7.07,BR,2023-11-09
516,meknes,33.9776,-5.525,68.88,34,0,4.61,MA,2023-11-09
517,kushk,33.2957,61.9522,52.7,40,0,5.66,AF,2023-11-09
518,el nido,11.1858,119.3956,82.65,78,24,11.12,PH,2023-11-09
519,kargopol',61.5071,38.9456,27.75,86,54,2.93,RU,2023-11-09
520,keren,15.7778,38.4581,72.07,64,64,5.55,ER,2023-11-09
521,otavalo,0.2333,-78.2667,73.62,64,88,6.02,EC,2023-11-09
522,byford,-32.2167,116.0,60.51,62,40,12.66,AU,2023-11-09
523,grande prairie,55.1667,-118.8027,24.98,93,100,3.44,CA,2023-11-09
524,barra de santo antonio,-9.4047,-35.5072,87.08,61,8,11.27,BR,2023-11-09
525,pyay,18.8167,95.2167,73.74,81,64,2.55,MM,2023-11-09
526,alaghsas,17.0187,8.0168,91.29,9,0,9.22,NE,2023-11-09
527,ma'rib,15.4591,45.3253,74.34,26,45,9.62,YE,2023-11-09
528,acapulco de juarez,16.8634,-99.8901,86.13,67,59,6.11,MX,2023-11-09
529,merizo village,13.2658,144.6691,82.13,91,72,17.36,GU,2023-11-09
530,qui nhon,13.7667,109.2333,77.41,90,23,6.44,VN,2023-11-09
531,shahrud,36.4182,54.9763,51.24,55,29,7.36,IR,2023-11-09
532,tralee,52.2704,-9.7026,48.45,93,75,14.97,IE,2023-11-09
533,strelka,58.0728,93.0344,10.38,86,6,8.32,RU,2023-11-09
534,wyszkow,52.5928,21.4584,50.11,68,100,13.78,PL,2023-11-09
535,san rafael del sur,11.8485,-86.4384,88.77,58,20,10.2,NI,2023-11-09
536,miramar,25.9873,-80.2323,84.02,84,100,10.36,US,2023-11-09
537,huarmey,-10.0681,-78.1522,72.54,70,67,12.01,PE,2023-11-09
538,al muwayh,22.4333,41.7583,75.92,27,23,9.06,SA,2023-11-09
539,valbo,60.65,17.0333,40.05,100,100,3.0,SE,2023-11-09
540,chittarkonda,18.1167,82.0833,66.78,78,7,2.86,IN,2023-11-09
541,wainwright,52.839,-110.8572,31.06,53,50,2.26,CA,2023-11-09
542,zemio,5.0314,25.1361,74.64,85,73,2.68,CF,2023-11-09
543,cobram,-35.9167,145.65,58.5,88,0,7.9,AU,2023-11-09
544,lautoka,-17.6167,177.4667,75.06,88,75,3.44,FJ,2023-11-09
545,berdigestyakh,62.0989,126.6992,-5.8,100,100,3.47,RU,2023-11-09
546,aasiaat,68.7098,-52.8699,22.21,81,97,11.07,GL,2023-11-09
547,ngambe,4.2333,10.6167,71.46,99,91,3.06,CM,2023-11-09
548,pampa,35.5362,-100.9599,51.84,40,100,9.22,US,2023-11-09
549,turpan,42.9333,89.1667,46.49,26,19,1.1,CN,2023-11-09
550,kenai,60.5544,-151.2583,34.09,98,100,9.22,US,2023-11-09
551,old shinyanga,-3.55,33.4,80.71,38,81,11.79,TZ,2023-11-09
552,tabuk,17.4189,121.4443,73.67,91,87,2.53,PH,2023-11-09
553,yuzhno-kurilsk,44.0306,145.8556,54.37,88,96,24.92,RU,2023-11-09
554,mantua,45.1667,10.7833,52.75,89,100,1.99,IT,2023-11-09
555,aykhal,66.0,111.5,11.39,90,100,3.91,RU,2023-11-09
556,villa yapacani,-17.4,-63.8333,102.47,28,64,10.98,BO,2023-11-09
557,al bardiyah,31.7561,25.0865,69.94,76,100,6.93,LY,2023-11-09
558,lagos,6.5833,3.75,77.58,93,98,4.23,NG,2023-11-09
559,woolgoolga,-30.1106,153.2007,68.04,91,94,9.53,AU,2023-11-09
560,tejen,37.3834,60.5054,60.75,29,97,19.82,TM,2023-11-09
